id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,coordinate_type
17855646,19315013,Bang Rak,13.72255,100.51773,Private room,599,2,177,2022-12-20,2.54,4,329,individual
17856633,115777422,Bang Sue,13.80729,100.5286,Private room,2700,1,0,,0.0,1,89,individual
18275223,101328248,Bang Rak,13.72594,100.5345,Entire home/apt,1080,30,8,2019-03-30,0.12,1,271,individual
17856919,115778127,Bang Sue,13.80734,100.52593,Private room,2700,1,0,,0.0,1,89,individual
17857147,115780075,Bang Khen,13.87981,100.59011,Private room,2700,1,0,,0.0,1,90,individual
18276112,36360449,Khlong Toei,13.72158,100.56684,Private room,2900,30,0,,0.0,2,365,individual
18278770,126386637,Phra Khanong,13.69207,100.60503,Private room,1004,7,0,,0.0,1,302,individual
17857237,19266319,Vadhana,13.71569,100.59571,Entire home/apt,1369,28,315,2022-11-21,4.49,36,266,individual
17863089,49539775,Vadhana,13.74664,100.55775,Entire home/apt,1200,30,132,2022-12-05,1.94,36,136,individual
17881811,112529741,Phaya Thai,13.7765,100.54821,Hotel room,2100,1,0,,0.0,8,365,individual
17881967,44305808,Vadhana,13.73385,100.60211,Hotel room,1074,1,0,,0.0,41,365,individual
17884369,115895602,Phra Khanong,13.69246,100.60292,Private room,2700,1,0,,0.0,1,89,individual
18278875,11813803,Yan na wa,13.70532,100.53677,Entire home/apt,5500,29,25,2022-07-13,0.37,1,351,individual
18280277,67590979,Vadhana,13.72405,100.58265,Entire home/apt,1750,1,50,2022-12-07,0.73,3,336,individual
18294979,104769188,Vadhana,13.74128,100.55919,Private room,2600,1,9,2020-01-02,0.14,9,359,individual
18120890,76081099,Chatu Chak,13.80701,100.57192,Entire home/apt,1350,180,28,2019-06-18,0.42,1,364,individual
17884455,115896124,Vadhana,13.72176,100.58779,Private room,2700,1,0,,0.0,1,89,individual
18121238,105689479,Din Daeng,13.78104,100.57292,Entire home/apt,680,1,123,2020-02-07,1.83,34,102,individual
18297067,126547200,Bangkok Noi,13.7559,100.4807,Private room,4480,2,2,2017-08-01,0.03,1,90,individual
17884565,115896946,Suanluang,13.71112,100.60583,Private room,2700,1,0,,0.0,1,89,individual
18125569,28483676,Khlong San,13.72049,100.50982,Entire home/apt,2100,30,3,2022-09-17,0.04,8,291,individual
18126573,23756033,Din Daeng,13.77696,100.56041,Private room,900,1,0,,0.0,2,179,individual
18126807,8444643,Ratchathewi,13.75708,100.53539,Private room,3500,1,0,,0.0,53,365,individual
17884665,115897678,Suanluang,13.7453,100.60262,Private room,2700,1,0,,0.0,1,89,individual
17884782,116174170,Phra Khanong,13.70502,100.60286,Private room,2700,1,0,,0.0,1,89,individual
18305292,42548590,Phra Khanong,13.68182,100.63024,Private room,1400,3,0,,0.0,1,90,individual
18314573,126601726,Khlong Toei,13.72723,100.5732,Hotel room,350,1,11,2020-02-15,0.27,15,361,individual
18314680,6906718,Phra Khanong,13.69975,100.60773,Private room,2800,1,2,2017-07-29,0.03,25,0,individual
18315836,104067139,Don Mueang,13.91242,100.58286,Private room,5000,30,144,2019-09-13,2.1,2,365,individual
18315997,126601726,Khlong Toei,13.72706,100.57316,Private room,2000,1,0,,0.0,15,361,multi_listing_same_host
18316532,12767903,Huai Khwang,13.77867,100.57499,Entire home/apt,2786,2,33,2022-11-25,0.54,2,358,individual
17886397,116219627,Khlong Toei,13.70247,100.59247,Private room,2700,1,0,,0.0,1,89,individual
18322485,60622603,Sathon,13.71691,100.51789,Entire home/apt,1878,5,50,2022-08-12,0.73,1,147,individual
18127246,83193757,Bang Sue,13.82939,100.52734,Entire home/apt,981,2,2,2019-01-01,0.03,1,363,individual
18127423,8444643,Ratchathewi,13.75721,100.53335,Private room,3500,1,0,,0.0,53,365,individual
17886523,116221299,Phra Khanong,13.69678,100.60634,Private room,2700,1,0,,0.0,1,89,individual
17886623,116224018,Phra Khanong,13.69484,100.60611,Private room,2750,1,0,,0.0,1,89,individual
17888186,33648272,Vadhana,13.73803,100.58404,Entire home/apt,1127,1,138,2022-11-14,2.0,22,324,individual
18336006,24727477,Phaya Thai,13.77668,100.54447,Private room,801,1,79,2022-12-08,1.18,3,159,individual
18341653,122991075,Phra Nakhon,13.75252,100.50219,Hotel room,520,1,0,,0.0,6,0,individual
18344075,122991075,Phra Nakhon,13.75248,100.5022,Hotel room,570,1,0,,0.0,6,0,individual
17903036,15214203,Sathon,13.71957,100.5486,Entire home/apt,2995,1,30,2022-12-22,0.43,29,337,multi_listing_same_host
17910133,122767139,Phra Khanong,13.69324,100.60779,Entire home/apt,1314,2,0,,0.0,1,90,individual
18344626,122991075,Phra Nakhon,13.75249,100.5022,Hotel room,1648,1,0,,0.0,6,0,individual
18352179,86817233,Parthum Wan,13.74718,100.52812,Entire home/apt,1549,365,28,2020-02-22,0.4,3,364,individual
17918685,115441062,Saphan Sung,13.78677,100.70603,Private room,1100,1,0,,0.0,1,365,individual
17918868,121036642,Vadhana,13.71468,100.59247,Entire home/apt,995,30,17,2022-10-16,0.29,3,328,individual
18129469,124230899,Lak Si,13.88887,100.5742,Entire home/apt,1163,1,0,,0.0,1,365,individual
17919552,64405287,Vadhana,13.71586,100.5938,Entire home/apt,1455,30,145,2019-12-22,2.07,2,136,individual
18354647,119993657,Chatu Chak,13.83641,100.58468,Entire home/apt,650,5,3,2020-10-12,0.08,1,150,individual
18362819,126601726,Khlong Toei,13.72706,100.57316,Hotel room,1500,1,3,2020-01-25,0.05,15,330,multi_listing_same_host
18377547,48073897,Khlong Toei,13.72507,100.57654,Entire home/apt,2910,5,14,2020-02-12,0.21,3,350,individual
18130638,124809799,Sathon,13.71784,100.51907,Entire home/apt,995,3,1,2017-12-17,0.02,1,364,individual
17928907,122944820,Wang Thong Lang,13.75423,100.60733,Entire home/apt,3980,1,0,,0.0,1,90,individual
18131019,6906718,Phra Khanong,13.6991,100.60661,Entire home/apt,8111,1,10,2019-05-02,0.15,25,346,individual
18133940,124990965,Suanluang,13.71045,100.60357,Entire home/apt,1664,14,82,2020-07-13,1.19,2,71,individual
18378207,121153703,Vadhana,13.73992,100.55813,Entire home/apt,1905,30,14,2019-12-03,0.21,1,342,individual
17930558,122960422,Ratchathewi,13.75074,100.5556,Private room,800,28,6,2018-08-07,0.09,2,358,individual
18385542,127343619,Thon buri,13.71187,100.46937,Private room,1500,3,0,,0.0,1,173,individual
17932458,44305808,Vadhana,13.73143,100.59971,Hotel room,1700,1,1,2017-09-07,0.02,41,365,individual
17932736,44305808,Vadhana,13.72918,100.59996,Hotel room,1860,1,1,2017-09-03,0.02,41,365,individual
17933003,75700663,Khlong Toei,13.72733,100.56606,Private room,1000,2,8,2022-12-21,0.12,6,353,individual
17933279,44305808,Vadhana,13.73051,100.59893,Hotel room,1800,1,1,2017-09-04,0.02,41,365,individual
17933415,44305808,Vadhana,13.73035,100.59902,Hotel room,2123,1,1,2017-07-15,0.02,41,365,individual
17934114,122991075,Phra Nakhon,13.75255,100.50217,Hotel room,490,1,1,2017-08-06,0.02,6,0,individual
17939817,15214203,Sathon,13.71957,100.5486,Hotel room,3932,1,33,2020-01-11,0.47,29,345,multi_listing_same_host
17945415,75700663,Khlong Toei,13.72646,100.565,Private room,1000,2,7,2022-12-04,0.1,6,71,individual
17945716,123126893,Khlong Toei,13.72924,100.56301,Private room,2500,3,0,,0.0,1,365,individual
18388134,118284876,Bang Na,13.67996,100.60963,Entire home/apt,1021,20,22,2018-05-16,0.32,2,363,individual
18395974,126601726,Khlong Toei,13.72706,100.57316,Private room,1100,1,4,2020-02-15,0.06,15,302,multi_listing_same_host
17947255,800558,Parthum Wan,13.73765,100.54504,Entire home/apt,16591,2,1,2017-04-16,0.01,3,364,individual
18396802,3773805,Khlong Toei,13.73937,100.55521,Entire home/apt,2470,2,63,2022-01-14,0.93,13,325,multi_listing_same_host
17953432,116666230,Phasi Charoen,13.71038,100.45202,Private room,800,2,0,,0.0,1,363,individual
18397645,3035742,Rat Burana,13.67826,100.51851,Private room,1500,1,0,,0.0,1,179,individual
18400040,54623556,Khlong Toei,13.70883,100.59785,Private room,1732,3,0,,0.0,4,365,individual
18135564,49931274,Bang Rak,13.72637,100.51482,Hotel room,3786,7,1,2018-01-01,0.02,2,0,individual
18143677,62047253,Phaya Thai,13.78664,100.54417,Private room,2300,2,0,,0.0,1,358,individual
18155163,2389272,Pom Prap Sattru Phai,13.7403,100.51407,Private room,3714,1,330,2022-12-05,4.75,2,242,multi_listing_same_host
18155339,124685344,Yan na wa,13.70694,100.53755,Shared room,1300,1,0,,0.0,1,90,individual
17966282,61476163,Khlong Toei,13.73427,100.56207,Entire home/apt,3200,90,0,,0.0,11,331,individual
17972462,26736483,Bang Rak,13.72505,100.53055,Entire home/apt,3555,1,11,2022-08-10,0.16,89,175,individual
18405557,29660663,Bang Khen,13.87258,100.60315,Private room,600,2,3,2022-12-21,0.07,1,156,individual
17972963,26736483,Bang Rak,13.72695,100.53159,Entire home/apt,8110,1,5,2019-02-18,0.07,89,174,individual
18415099,3774030,Huai Khwang,13.75587,100.56581,Entire home/apt,1030,14,105,2020-07-09,1.52,3,0,individual
18434126,75700663,Khlong Toei,13.72277,100.56378,Private room,1000,2,8,2022-11-13,0.12,6,359,individual
18155743,124690275,Sathon,13.71562,100.51701,Private room,2690,1,0,,0.0,1,90,individual
17973429,26736483,Bang Rak,13.72699,100.5299,Entire home/apt,7117,1,1,2018-09-08,0.02,89,176,individual
17980282,24021888,Khlong Toei,13.73313,100.56259,Private room,5071,1,5,2019-08-08,0.07,12,364,multi_listing_same_host
17980313,50445940,Phaya Thai,13.78726,100.55357,Entire home/apt,900,30,114,2020-02-03,1.75,13,210,individual
17985671,8444643,Ratchathewi,13.75727,100.53323,Private room,3500,1,0,,0.0,53,365,individual
18156112,124732793,Huai Khwang,13.75902,100.57023,Private room,2300,1,0,,0.0,1,90,individual
18156758,124819721,Huai Khwang,13.7832,100.57692,Private room,2650,1,0,,0.0,1,89,individual
17987523,8444643,Ratchathewi,13.75536,100.53393,Private room,3500,1,2,2017-04-24,0.03,53,365,individual
17988149,8444643,Ratchathewi,13.7574,100.53467,Private room,3500,1,1,2017-08-09,0.02,53,365,individual
17988724,8444643,Ratchathewi,13.75584,100.53542,Private room,3500,1,0,,0.0,53,365,individual
18435026,7327298,Vadhana,13.7385,100.56797,Entire home/apt,3151,4,9,2022-11-22,0.15,3,82,individual
17988974,54623556,Khlong Toei,13.70704,100.59826,Private room,2606,3,2,2018-02-25,0.03,4,360,individual
18528111,30262097,Vadhana,13.7468,100.55889,Entire home/apt,5117,2,127,2022-12-16,1.85,15,138,individual
18535097,4619319,Din Daeng,13.77334,100.57002,Entire home/apt,1000,30,1,2017-06-13,0.01,2,57,individual
18543326,20144278,Parthum Wan,13.73406,100.52733,Entire home/apt,2279,5,119,2022-11-26,1.74,2,4,individual
18438008,124394804,Ratchathewi,13.75038,100.53798,Entire home/apt,1700,5,0,,0.0,1,17,individual
18455635,2940438,Rat Burana,13.68594,100.49634,Entire home/apt,900,28,39,2022-11-10,0.57,19,327,individual
18156924,124820682,Din Daeng,13.78753,100.57289,Shared room,1340,1,0,,0.0,1,89,individual
18162277,124654683,Bang Phlat,13.76738,100.49021,Private room,700,1,2,2019-02-17,0.03,3,335,individual
18162374,91934777,Huai Khwang,13.76921,100.58103,Hotel room,1700,1,32,2022-07-31,0.46,25,350,multi_listing_same_host
18163378,91934777,Huai Khwang,13.76921,100.58103,Private room,1700,1,110,2022-11-12,1.6,25,306,multi_listing_same_host
18549362,13282564,Bang Rak,13.72519,100.53154,Entire home/apt,3814,1,156,2022-01-24,2.38,6,96,individual
18163498,80495432,Chatu Chak,13.80593,100.57728,Entire home/apt,450,7,16,2022-12-02,0.23,2,312,individual
18549668,128773360,Bang Kho laen,13.70381,100.50087,Private room,3000,5,0,,0.0,1,179,individual
18555402,6330956,Bang Rak,13.73244,100.52684,Entire home/apt,2701,1,162,2020-10-26,2.37,8,271,individual
18467697,36132581,Vadhana,13.74476,100.55393,Private room,1950,3,4,2022-11-11,0.07,1,346,individual
18556062,128820736,Lat Krabang,13.72062,100.72554,Hotel room,1694,1,50,2022-11-11,0.73,4,320,individual
18476771,89344661,Phaya Thai,13.78392,100.54523,Private room,500,180,0,,0.0,2,365,individual
18166513,124687097,Huai Khwang,13.75391,100.57517,Private room,2350,1,0,,0.0,1,89,individual
18558926,106796600,Phasi Charoen,13.70993,100.4553,Private room,1500,1,0,,0.0,1,365,individual
18559076,121963674,Phra Nakhon,13.7562,100.50449,Shared room,450,1,0,,0.0,3,179,individual
18569729,128820736,Lat Krabang,13.72,100.72355,Hotel room,1496,1,81,2022-11-28,1.19,4,320,individual
18570695,32466688,Vadhana,13.7439,100.56926,Entire home/apt,13000,2,37,2022-12-11,0.55,6,346,individual
18573409,46224081,Bang Rak,13.72435,100.53067,Entire home/apt,4000,1,217,2022-11-29,3.19,10,321,individual
18586998,11954702,Vadhana,13.73481,100.58265,Private room,1074,1,0,,0.0,1,180,individual
18166740,124699464,Chatu Chak,13.83352,100.58196,Private room,2660,1,0,,0.0,1,89,individual
18168586,92406083,Ratchathewi,13.75479,100.53924,Entire home/apt,1528,1,114,2022-12-04,1.65,6,349,individual
18168967,124729132,Suanluang,13.70827,100.64227,Private room,2660,1,0,,0.0,1,89,individual
18589306,81586567,Bang Kapi,13.74871,100.60618,Entire home/apt,756,5,66,2022-11-06,1.05,1,345,individual
18169117,124730192,Khlong Toei,13.72834,100.5699,Private room,2300,1,0,,0.0,1,90,individual
18170200,124812179,Huai Khwang,13.74732,100.56787,Private room,2655,1,0,,0.0,1,89,individual
18170867,62256771,Khlong Toei,13.74061,100.55526,Entire home/apt,1870,5,16,2022-11-18,0.24,28,130,individual
18481174,116296327,Vadhana,13.74216,100.56372,Entire home/apt,1339,7,6,2022-11-11,0.09,1,84,individual
18483173,121963674,Phra Nakhon,13.75517,100.50279,Hotel room,450,1,0,,0.0,3,176,individual
18484096,85118101,Khlong San,13.72193,100.49667,Shared room,769,365,0,,0.0,1,365,individual
18491942,35301962,Vadhana,13.72958,100.58563,Entire home/apt,1450,5,21,2021-03-10,0.39,2,279,individual
18492223,128314180,Bang Rak,13.72638,100.51877,Private room,4000,1,0,,0.0,1,364,individual
18492414,128316167,Bang Na,13.6723,100.63586,Private room,1500,1,0,,0.0,1,365,individual
18501344,128392516,Parthum Wan,13.73823,100.52741,Entire home/apt,900,2,0,,0.0,1,83,individual
18591386,18650186,Suanluang,13.73837,100.64414,Entire home/apt,800,1,37,2020-02-16,0.75,1,330,individual
18171276,125345657,Bang Sue,13.80214,100.5328,Private room,850,14,5,2022-04-20,0.08,1,365,individual
18171457,20478822,Khlong San,13.7225,100.50257,Private room,600,1,0,,0.0,2,180,individual
18178834,104769188,Vadhana,13.74125,100.55854,Entire home/apt,2600,1,17,2022-12-13,0.26,9,361,multi_host_building
18181915,45415593,Bang Rak,13.72625,100.53247,Entire home/apt,3189,14,15,2022-12-19,0.22,10,275,individual
18600369,115761116,Vadhana,13.73727,100.58204,Entire home/apt,1614,1,38,2022-12-14,0.56,8,335,individual
18600952,128919252,Parthum Wan,13.7446,100.55033,Entire home/apt,3000,2,75,2022-12-19,1.11,1,337,individual
18183322,262338699,Bang Rak,13.71961,100.51402,Private room,856,2,0,,0.0,2,364,individual
18183324,262338699,Bang Rak,13.71994,100.51325,Private room,27000,2,0,,0.0,2,363,individual
18183520,124813093,Bang Khen,13.85283,100.63637,Private room,2640,1,0,,0.0,1,89,individual
18185560,124391313,Ratchathewi,13.74869,100.55477,Entire home/apt,2500,1,2,2017-05-18,0.03,1,359,individual
18507393,63340903,Vadhana,13.71501,100.59838,Entire home/apt,1742,7,34,2022-11-01,0.7,2,207,individual
18513304,11961423,Bang Rak,13.73126,100.53161,Entire home/apt,1351,365,6,2018-11-30,0.09,3,0,individual
18520057,28780449,Vadhana,13.72096,100.59028,Entire home/apt,3700,1,118,2022-12-13,1.73,1,312,individual
18527843,128623584,Chatu Chak,13.83106,100.55991,Private room,1500,5,31,2022-12-19,0.45,1,349,individual
18185705,124840607,Taling Chan,13.78351,100.46273,Shared room,1100,1,0,,0.0,1,89,individual
19446347,136352565,Huai Khwang,13.77596,100.58208,Private room,1000,1,0,,0.0,1,178,individual
18602390,61399771,Khlong Toei,13.722739,100.566139,Entire home/apt,1439,19,187,2022-11-14,3.08,1,95,individual
19458740,24021888,Khlong Toei,13.73313,100.56259,Private room,4871,1,5,2022-11-17,0.08,12,364,multi_listing_same_host
18604369,117057915,Bang Phlat,13.79213,100.49046,Private room,600,1,25,2021-11-10,0.37,5,361,individual
18605008,119221354,Phra Khanong,13.69633,100.60722,Private room,660,1,0,,0.0,5,177,individual
18605131,2933052,Huai Khwang,13.75925,100.56743,Entire home/apt,3117,3,115,2022-12-09,1.69,1,265,individual
19462947,57226077,Phra Khanong,13.68539,100.60374,Private room,2499,5,0,,0.0,1,358,individual
19469957,33550104,Vadhana,13.73511,100.59068,Hotel room,24390,2,62,2022-12-05,0.94,6,179,individual
18899920,131584586,Yan na wa,13.68285,100.53295,Entire home/apt,4500,30,0,,0.0,2,358,individual
18909192,15214203,Sathon,13.71974,100.5487,Entire home/apt,3850,1,60,2022-12-28,0.89,29,338,individual
18914321,45415593,Bang Rak,13.72491,100.53033,Entire home/apt,3181,1,2,2019-07-30,0.03,10,81,individual
18917181,131852796,Sathon,13.71131,100.537,Entire home/apt,40000,1,0,,0.0,1,365,individual
18605498,119221354,Phra Khanong,13.69488,100.60667,Private room,680,1,0,,0.0,5,180,individual
18605590,117057915,Bang Phlat,13.79079,100.48883,Private room,600,1,2,2019-01-08,0.03,5,330,individual
18606052,119221354,Phra Khanong,13.69495,100.60693,Private room,560,1,0,,0.0,5,180,individual
18922648,130123311,Bang Kapi,13.77181,100.63046,Entire home/apt,1280,300,0,,0.0,1,365,individual
19480942,136521136,Lak Si,13.87198,100.56169,Private room,1950,28,0,,0.0,2,341,individual
18606286,119221354,Phra Khanong,13.69516,100.60731,Private room,540,1,0,,0.0,5,180,individual
18622547,80628915,Bang Khae,13.69257,100.41117,Private room,445,1,0,,0.0,1,358,individual
19487052,135510974,Bang Rak,13.72679,100.53127,Private room,1340,1,25,2019-12-26,0.39,6,85,individual
19495335,6906718,Vadhana,13.72256,100.5844,Hotel room,5500,1,11,2020-01-03,0.19,25,0,individual
18937650,132018287,Bang Na,13.68001,100.60776,Private room,1702,1,2,2017-09-05,0.03,1,80,individual
18625776,71650969,Phasi Charoen,13.73811,100.44802,Entire home/apt,800,28,0,,0.0,1,90,individual
18940000,37461690,Yan na wa,13.70675,100.54525,Entire home/apt,1304,1,0,,0.0,1,363,individual
18956853,35082871,Vadhana,13.74753,100.55821,Entire home/apt,1480,1,87,2022-12-10,1.3,33,331,individual
19497285,36043165,Chatu Chak,13.806,100.57011,Private room,450,28,10,2021-12-03,0.15,2,333,individual
18627848,54623556,Suanluang,13.73937,100.60344,Private room,4156,3,0,,0.0,4,365,individual
19500040,132264530,Phaya Thai,13.77595,100.54427,Shared room,360,1,4,2019-08-19,0.06,2,365,individual
18965177,132264530,Phaya Thai,13.77737,100.54406,Private room,990,1,3,2019-03-30,0.05,2,180,individual
18629456,112529741,Phaya Thai,13.77794,100.55045,Entire home/apt,2066,1,0,,0.0,8,363,individual
18629461,112529741,Phaya Thai,13.77829,100.54903,Entire home/apt,2066,1,2,2018-01-01,0.03,8,363,individual
18629467,112529741,Phaya Thai,13.77921,100.54888,Entire home/apt,1377,1,1,2018-04-27,0.02,8,363,individual
18629470,112529741,Phaya Thai,13.77897,100.54931,Entire home/apt,1377,1,0,,0.0,8,363,individual
18629472,112529741,Phaya Thai,13.77971,100.54881,Entire home/apt,1377,1,2,2019-05-08,0.04,8,363,individual
18629474,112529741,Phaya Thai,13.77919,100.54896,Entire home/apt,1377,1,2,2018-03-21,0.03,8,363,individual
18639292,129511075,Bueng Kum,13.82642,100.63116,Private room,910,365,0,,0.0,1,364,individual
18965798,19592620,Bangkok Noi,13.7823,100.46975,Entire home/apt,4000,10,2,2019-01-04,0.03,1,365,individual
19516499,59263552,Khlong Toei,13.70668,100.60039,Private room,3221,7,0,,0.0,1,0,individual
19523971,34022205,Vadhana,13.73561,100.59093,Entire home/apt,4786,3,19,2022-08-30,0.29,4,85,individual
18640734,129521498,Samphanthawong,13.73998,100.51162,Shared room,600,1,8,2018-05-05,0.12,2,177,individual
18968779,48637213,Vadhana,13.73038,100.58576,Private room,1385,6,3,2018-10-31,0.06,1,145,individual
18644048,102045428,Suanluang,13.7119,100.64565,Private room,1000,1,0,,0.0,1,363,individual
18971941,130628132,Phaya Thai,13.77617,100.54275,Shared room,380,1,53,2022-10-15,0.8,3,180,individual
18980510,32038180,Khlong San,13.72147,100.49595,Private room,790,1,2,2018-12-23,0.03,2,365,individual
18985297,5285027,Bang Sue,13.81586,100.54119,Private room,1489,4,0,,0.0,6,90,individual
18645598,24727477,Phaya Thai,13.77493,100.545,Private room,658,1,59,2022-12-21,0.89,3,165,individual
19566339,137492951,Parthum Wan,13.74395,100.54997,Entire home/apt,2614,7,54,2022-10-29,0.82,1,259,individual
19566772,135510974,Bang Rak,13.72684,100.53121,Private room,1300,1,2,2019-02-14,0.03,6,74,individual
19567409,135510974,Bang Rak,13.72686,100.53124,Private room,1500,1,1,2019-09-17,0.03,6,86,individual
19568276,135510974,Bang Rak,13.72684,100.53127,Shared room,450,1,7,2022-11-14,0.11,6,82,individual
19568545,135510974,Bang Rak,13.7268,100.53127,Shared room,450,1,2,2019-02-14,0.04,6,23,individual
18661416,129521498,Samphanthawong,13.74001,100.51207,Shared room,620,1,24,2022-12-05,0.36,2,179,individual
18663143,19163274,Don Mueang,13.88943,100.59321,Private room,570,1,90,2022-12-07,1.42,1,77,individual
19575560,137584553,Vadhana,13.71552,100.59267,Private room,600,90,0,,0.0,1,365,individual
19576047,36324473,Vadhana,13.73862,100.57398,Entire home/apt,3350,2,55,2022-12-11,0.85,5,328,individual
18986915,33820581,Huai Khwang,13.79789,100.57585,Private room,1108,1,11,2019-08-29,0.23,1,20,individual
18665717,26958273,Yan na wa,13.71844,100.54958,Entire home/apt,922,2,17,2022-02-22,0.27,1,71,individual
18991765,29600660,Huai Khwang,13.7716,100.57458,Entire home/apt,1743,28,212,2022-10-19,3.13,5,139,individual
19578455,78026642,Vadhana,13.74125,100.57744,Private room,1850,7,0,,0.0,1,173,individual
18667173,36043165,Chatu Chak,13.81681,100.56947,Entire home/apt,473,28,27,2022-10-20,0.42,2,240,individual
19585021,119422014,Phasi Charoen,13.72045,100.45531,Private room,900,2,2,2017-08-13,0.03,1,0,individual
19594516,28447831,Samphanthawong,13.73685,100.5145,Private room,1586,1,16,2022-12-11,0.25,11,331,multi_listing_same_host
19595404,28447831,Samphanthawong,13.73682,100.51455,Private room,1500,1,10,2019-06-20,0.16,11,336,individual
19596050,28447831,Samphanthawong,13.73693,100.5145,Private room,1300,1,47,2022-09-29,0.73,11,329,individual
18992523,29600660,Din Daeng,13.77187,100.57277,Entire home/apt,1714,28,178,2022-12-12,2.65,5,141,individual
19000129,3773805,Khlong Toei,13.73937,100.55521,Entire home/apt,2470,2,71,2022-12-26,1.06,13,343,multi_listing_same_host
19010392,123827255,Phra Nakhon,13.76291,100.5022,Private room,574,1,4,2022-11-28,0.07,18,0,individual
19010762,123827255,Phra Nakhon,13.76281,100.50235,Private room,650,1,22,2020-01-06,0.33,18,0,individual
19011049,123827255,Phra Nakhon,13.76339,100.50245,Private room,1400,1,3,2019-06-07,0.04,18,0,individual
18682540,21970931,Chatu Chak,13.84114,100.58749,Entire home/apt,843,3,79,2022-11-15,1.26,22,109,individual
18692347,113199431,Bang Khun thain,13.66092,100.42796,Private room,450,30,1,2017-12-14,0.02,1,242,individual
19018720,5285027,Bang Na,13.6628,100.61114,Entire home/apt,989,27,0,,0.0,6,90,individual
19597373,63237228,Thon buri,13.72006,100.49214,Private room,900,30,0,,0.0,1,83,individual
18694514,129965879,Bang Kapi,13.7462,100.6468,Entire home/apt,3400,2,0,,0.0,1,365,individual
19600632,137806113,Rat Burana,13.67342,100.5121,Entire home/apt,1000,90,1,2018-02-13,0.02,1,90,individual
19600995,125820712,Yan na wa,13.70026,100.54886,Private room,2000,2,2,2017-08-22,0.03,1,90,individual
19030260,132797973,Bang Khen,13.84853,100.64883,Private room,450,3,0,,0.0,1,365,individual
19045323,95379198,Khlong Toei,13.70916,100.5985,Entire home/apt,2000,7,1,2018-12-02,0.02,7,181,individual
19050712,39063876,Phra Khanong,13.68813,100.62786,Private room,2200,5,0,,0.0,1,178,individual
18694787,122455569,Ratchathewi,13.75029,100.54693,Entire home/apt,1672,3,2,2017-09-14,0.03,10,365,individual
18694789,122455569,Ratchathewi,13.74979,100.54476,Entire home/apt,1848,3,0,,0.0,10,365,individual
18694800,122455569,Ratchathewi,13.74992,100.547,Entire home/apt,1344,3,4,2019-01-22,0.06,10,365,individual
18694801,122455569,Ratchathewi,13.75008,100.54685,Entire home/apt,1144,3,3,2018-05-22,0.05,10,357,individual
18694804,122455569,Ratchathewi,13.75106,100.54475,Entire home/apt,1080,2,6,2019-11-19,0.12,10,360,individual
18694819,122455569,Ratchathewi,13.7499,100.54463,Entire home/apt,1496,3,0,,0.0,10,365,individual
18694822,122455569,Ratchathewi,13.75083,100.5447,Private room,1320,3,0,,0.0,10,365,individual
18694826,122455569,Ratchathewi,13.75163,100.54506,Entire home/apt,1055,3,12,2019-12-20,0.18,10,365,individual
18694829,122455569,Ratchathewi,13.74935,100.54612,Hotel room,1320,3,2,2019-11-19,0.03,10,365,individual
18694834,122455569,Ratchathewi,13.75143,100.54471,Entire home/apt,1055,3,25,2019-08-16,0.37,10,361,individual
18710453,130089420,Huai Khwang,13.77618,100.57977,Entire home/apt,525,5,39,2022-11-23,0.62,3,90,individual
19056585,37547788,Bueng Kum,13.79459,100.65303,Private room,700,2,2,2018-06-30,0.03,1,180,individual
19065395,53512783,Bang Kho laen,13.70822,100.51021,Private room,850,1,136,2020-02-28,2.06,3,132,individual
19602214,135764251,Saphan Sung,13.74074,100.6984,Private room,750,3,2,2018-01-02,0.03,1,363,individual
18714720,11221480,Parthum Wan,13.74765,100.54413,Entire home/apt,1103,28,86,2020-03-10,1.46,6,85,individual
19066156,86482762,Parthum Wan,13.74715,100.54902,Private room,2200,9,1,2017-07-06,0.01,1,90,individual
18720948,40392546,Sathon,13.71734,100.53374,Entire home/apt,1243,30,89,2022-11-24,1.33,4,304,individual
18722251,14593358,Vadhana,13.7136,100.60263,Entire home/apt,913,30,8,2019-05-13,0.12,3,56,individual
18728546,21493585,Khlong Toei,13.72326,100.57786,Private room,1914,3,11,2022-11-21,0.24,2,317,individual
18738319,86668667,Sathon,13.71562,100.54593,Private room,1168,7,0,,0.0,1,179,individual
18744412,104067139,Bang Sue,13.80616,100.52835,Private room,14662,28,0,,0.0,2,365,individual
19066551,6906718,Vadhana,13.72258,100.58441,Hotel room,5500,1,6,2018-07-01,0.09,25,0,individual
19611951,33954745,Chatu Chak,13.81891,100.58806,Entire home/apt,1756,2,34,2022-12-16,0.51,5,350,individual
18747123,9550104,Bang Na,13.66294,100.65159,Entire home/apt,990,7,4,2021-06-15,0.07,13,242,individual
19612938,46749847,Yan na wa,13.67561,100.53575,Private room,990,1,141,2020-03-07,2.12,5,0,individual
18750953,110742981,Khlong Toei,13.73922,100.55301,Private room,2000,30,13,2018-11-25,0.19,1,364,individual
19613136,48994141,Phra Nakhon,13.748379707336426,100.4982452392578,Private room,3777,1,105,2022-12-22,1.61,2,305,individual
19072380,9683986,Lak Si,13.89517,100.55943,Entire home/apt,750,1,7,2022-12-17,0.13,3,86,individual
